Affectation;Sous-Affectation;Désignation;Informations liées (Identification, Désignation, N° de série);Identification;Gamme;Tolérance;Avis;Etat d'utilisation;Date d'intervention;Prochaine date d'intervention;Périodicité;N° de série;Commentaire
FEP;FEP-0330 STATION MOBILE DIESEL;Liquid flowmeter;;CFEP0025;Réformé;Réformé;;Réformé;;;;NA;
FEP;FEP-0330 STATION MOBILE DIESEL;Thermocouple;;CFEP0026;Réformé;Réformé;;Réformé;;;;NA;
FEP;FEP-0330 STATION MOBILE DIESEL;Liquid flowmeter;;CFEP0027;Réformé;Réformé;;Réformé;;;;NA;
FEP;FEP-0330 STATION MOBILE DIESEL;Thermocouple;;CFEP0028;Réformé;Réformé;;Réformé;;;;NA;
FEP;FEP-001;Soaking room;;CFEP0030;-40/+70 °C;±2 °C;Conforme;En service;22/08/2022 09:44:18;22/08/2023 09:44:18;12 Mois;53726003070010;
FEP;FEP-002;Soaking room;;CFEP0031;-40/+70 °C;±2 °C;Conforme;En service;24/08/2022 14:22:46;24/08/2023 14:22:46;12 Mois;53726003070020;
FEP;FEP-003;Soaking room;;CFEP0032;-40/+70 °C;±2 °C;Conforme;Alerte Etalonnage/Vérification;08/11/2021 14:53:21;08/11/2022 14:53:21;12 Mois;53726003070030;
FEP;FEP 027 (STATION 1) ESSENCE;FEP-027 (station 1 petrol) Flow measuring chain;Identification : CFEP0048, N° de Série : SANS;CFEP0033-E;"0/120 L; 15/65 L/min";"±0,2 L; ±1 L/min";Conforme;En service;27/06/2022 03:00:00;27/06/2023 03:00:00;12 Mois;NA;
FEP;FEP-027 (STATION 1);FEP-027 (station 1 diesel) Flow measuring chain;Identification : CFEP0048, N° de Série : SANS;CFEP0034-D;"0/120 L; 15/85 L/min";"±0,2 L; ±1 L/min";Conforme;En service;29/06/2022 15:15:38;29/06/2023 15:15:38;12 Mois;NA;
FEP;STATION MINI SHED;Volumeter;;CFEP0035;0/60 L;±1 %RV;Conforme;En service;28/01/2021 11:26:37;28/01/2023 11:26:37;24 Mois;NA;
FEP;TABLE PESÉE ECE34;Scale;;CFEP0036;Réformé;Réformé;;Réformé;;;;3910001;
EPE;A-ATEX-01;Pressure sensor;;CFEP0037;0/5 bar;±20 mbar;Conforme;En service;20/05/2021 14:20:01;20/05/2023 14:20:01;24 Mois;2674957;
EPE;A-ATEX-01;Pressure sensor;;CFEP0038;0/5 bar;±20 mbar;Conforme;En service;20/05/2021 14:41:24;20/05/2023 14:41:24;24 Mois;2674958;
FEP;FEP-034 STATION MOBILE LAVAL;Pressure sensor;"Identification : CLAB0164, N° de Série : 13FBE4A
Identification : CLAB0146, N° de Série : 12FC065";CFEP0039;0/100 mbar;±0,5 mbar;;Réformé;;;;NA;
FEP;FEP-034 STATION MOBILE LAVAL;Pressure sensor;"Identification : CLAB0146, N° de Série : 12FC065
Identification : CLAB0164, N° de Série : 13FBE4A";CFEP0040;0/100 mbar;±0,5 mbar;;Réformé;;;;53159;
EPE;A-ATEX-01;Pressure sensor;;CFEP0041;0/100 mbar;±0,5 mbar;Conforme;En service;21/07/2021 08:28:53;21/07/2023 08:28:53;24 Mois;2674964/2007;
FEP;CANNE VIDE-FUT;Volumeter;;CFEP0043;Réformé;Réformé;;Réformé;;;;0212-002 005 775-12;
FEP;FEP-034 STATION MOBILE LAVAL;Volumeter;;CFEP0044;160/5000 L/h;±60 L/h;;Réformé;;;;NA;
FEP;A-ATEX-03;Chronometer;;CFEP0045;0/1 h;±1 s;;Réformé;;;;NA;
FEP;FEP-029 (STATION 2);NI USB 6211;;CFEP0046;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz";NA;;Réformé;;;;180A5B0;
FEP;FEP-028;NI USB 6211;;CFEP0047;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz";NA;;Non soumis à l'étalonnage;;;;1A03436;
FEP;FEP-027;NI USB 6211;;CFEP0048;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz";NA;;Non soumis à l'étalonnage;;;;SANS;
FEP;FEP-004 (SIMTEC 10 HZ);Gas flowmeter;"Identification : CLAB0170, N° de Série : 14F7748
Identification : CLAB0062, N° de Série : 1A6D707";CFEP0049;0/100 L/min;±1 %FS;Conforme;En service;05/05/2021 00:00:00;05/05/2023 00:00:00;24 Mois;T96783/002;"16/07/2019:  Proposition avec Loic et Julien Gueib d'augmenter la tolérance à ± 2% RV.
"
FEP;FEP-001;Thermocouple;;CFEP0050;-40/+100 °C;±2 °C;Conforme;En service;29/07/2022 11:19:04;29/07/2024 11:19:04;24 Mois;NA;
FEP;ENCEINTE  WEISS 1;Thermocouple;;CFEP0051;Perdu;Perdu;;Perdu;;;;NA;
FEP;FEP-001;Thermocouple;;CFEP0052;-40/+100 °C;±2 °C;Conforme;En service;29/07/2022 10:37:16;29/07/2024 10:37:16;24 Mois;NA;
FEP;FEP-001;Thermocouple;;CFEP0053;-40/+100 °C;±2 °C;Conforme;En service;29/07/2022 10:18:50;29/07/2024 10:18:50;24 Mois;NA;
FEP;FEP-001;Thermocouple;;CFEP0054;Réformé;Réformé;;Réformé;;;;NA;
FEP;FEP-036 (ORVR);Thermocouple;;CFEP0055;-40/+100 °C;±2 °C;Conforme;En service;04/08/2022 10:25:33;04/08/2024 10:25:33;24 Mois;NA;
FEP;FEP-002;Thermocouple;;CFEP0056;-40/+100 °C;±2 °C;Conforme;En service;04/08/2022 09:43:24;04/08/2024 09:43:24;24 Mois;NA;
FEP;FEP-002;Thermocouple;;CFEP0057;Réformé;Réformé;;Réformé;;;;NA;
FEP;FEP-002;Thermocouple;;CFEP0058;-40/+100 °C;±2 °C;;Perdu;;;;NA;
FEP;FEP BANC PURGE CANISTER;Gas flowmeter;;CFEP0059;Réformé;Réformé;;Réformé;;;;NA;
FEP;FEP BANC PURGE CANISTER;Gas flowmeter;;CFEP0060;Réformé;Réformé;;Réformé;;;;NA;
FEP;FEP BANC PURGE CANISTER;Gas flowmeter;;CFEP0061;Réformé;Réformé;;Réformé;;;;NA;
FEP;FEP BANC PURGE CANISTER;Gas flowmeter;;CFEP0062;Réformé;Réformé;;Réformé;;;;NA;
FEP;ARMOIRE;pump;;CFEP0063;Réformé;Réformé;;Réformé;;;;NA;
FEP;FEP-036 (ORVR);Hygrometer;;CFEP0065;30/60% at 21°C;±5 %;Conforme;En service;24/08/2021 11:34:17;24/08/2023 11:34:17;24 Mois;NA;04/12/17 : Pas de contrôle possible à ce jour à 4,5°, hygrométrie faite à 21°C.
FEP;BANC POMPE ADF\ FEP-010;Stabilized power supply;;CFEP0111;0/20 V 0/38 A;NA;;Non soumis à l'étalonnage;;;;NA;
FEP;A-ATEX-03;Inclinometer;;CFEP0112;0/90 °;±0,10 °;Conforme;En service;06/12/2021 00:00:00;06/12/2023 00:00:00;24 Mois;15030300201;
FEP;FEP-044 (BANC DE RETOURNEMENT);Roll over bench;;CFEP0113;"0°/360 °; 18/360 °/min";"±1 °; ±1 °/min";Conforme;En service;08/08/2022 16:26:08;08/08/2024 16:26:08;24 Mois;NA;
FEP;FEP-036 (ORVR);Soaking room;;CFEP0114;-20/+53 °C;±2 °C;Conforme;Dépassement tolérance Etalonnage/Vérification;24/08/2021 11:50:02;24/08/2022 11:50:02;12 Mois;96386;
FEP;FEP-001;Pressure sensor;;CFEP0115;0/100 mbar;±0,5 mbar;;Réformé;;;;4436694;
FEP;ARMOIRE;Pressure sensor;;CFEP0116;Réformé;Réformé;;Réformé;;;;NA;
FEP;ARMOIRE;Pressure sensor;;CFEP0117;Réformé;Réformé;;Réformé;;;;NA;
FEP;FEP-002;Pressure sensor;;CFEP0118;Réformé;Réformé;;Réformé;;;;NA;
FEP;FEP-036 (ORVR);Pressure sensor;;CFEP0119;0/100 mbar;±0,5 mbar;Conforme;En service;08/03/2022 10:30:56;08/03/2024 10:30:56;24 Mois;NA;
FEP;FEP-002;Pressure sensor;;CFEP0120;0/100 mbar;±0,5 mbar;Conforme;En service;21/07/2021 08:44:42;21/07/2023 08:44:42;24 Mois;538158;
MET;ARMOIRE;Volumeter;;CFEP0121;0/120 L;±1 %RV;;Non soumis à l'étalonnage;;;;27800;
FEP;FEP-002;Thermocouple;;CFEP0122;-40/+100 °C;±2 °C;;Perdu;;;;NA;
FEP;FEP-003;Thermocouple;;CFEP0123;-40/+100 °C;±2 °C;Conforme;En service;06/09/2022 14:27:26;06/09/2024 14:27:26;24 Mois;NA;
FEP;ENCEINTE  WEISS 3;Thermocouple;;CFEP0124;Perdu;Perdu;;Perdu;;;;NA;
FEP;A-ATEX-03;Thermocouple;;CFEP0125;Perdu;Perdu;;Perdu;;;;NA;
EPE;FEP-020 SIMTEC 20 HZ;Thermocouple;"Identification : CLAB0068, N° de Série :  1A69376
Identification : CLAB0078, N° de Série : HC1961435";CFEP0126;-40/+100 °C;±2 °C;;Réformé;;;;NA;
EPE;A-ATEX-02;Thermocouple;;CFEP0127;-40/+100 °C;±2 °C;;Perdu;;;;NA;
EPE;FEP020 SIMTEC 20 HZ;Thermocouple;"Identification : CLAB0078, N° de Série : HC1961435
Identification : CLAB0068, N° de Série :  1A69376";CFEP0128;-40/+100 °C;±2 °C;;Réformé;;;;NA;
FEP;FEP-001;pump;;CFEP0138;0,06/1000 mL/min;±0,25 %RV;;Non soumis à l'étalonnage;;;;NA;
FEP;FEP-003;Pressure sensor;;CFEP0139;0/100 mbar;±0,5 mbar;Conforme;En service;21/07/2021 08:37:42;21/07/2023 08:37:42;24 Mois;4436874;
FEP;FEP-027 (STATION 1);Pressure sensor;"Identification : CLAB0150
Identification : CLAB0152, N° de Série : 12FC019";CFEP0140;Réformé;Réformé;;Réformé;;;;4437035;
FEP;FEP-027 (STATION 1);Pressure sensor;;CFEP0141;Réformé;Réformé;;Réformé;;;;446135;
FEP;FEP-028 (STATION 3);Pressure sensor;"Identification : CLAB0145, N° de Série : SANS
Identification : CLAB0167, N° de Série : 14FED73";CFEP0142;0/100 mbar;±0,5 mbar;;Perdu;;;;4437258;
FEP;FEP-028 (STATION 3);Pressure sensor;"Identification : CLAB0167, N° de Série : 14FED73
Identification : CLAB0145, N° de Série : SANS";CFEP0143;0/100 mbar;±0,5 mbar;Conforme;En service;05/07/2022 14:30:25;05/07/2024 14:30:25;24 Mois;4437002;
FEP;FEP-031;Pressure sensor;Identification : CLAB0243, N° de Série : 191CC93;CFEP0144;0/100 mbar;±0,5 mbar;Conforme;En service;13/10/2021 13:26:31;13/10/2023 13:26:31;24 Mois;4437028;
FEP;FEP-031;Pressure sensor;Identification : CLAB0243, N° de Série : 191CC93;CFEP0145;0/100 mbar;±0,5 mbar;Conforme;En service;13/10/2021 13:30:35;13/10/2023 13:30:35;24 Mois;4438515;
FEP;FEP-003;Pressure sensor;;CFEP0146;0/100 mbar;±0,5 mbar;Conforme;En service;21/07/2021 10:06:17;21/07/2023 10:06:17;24 Mois;4436011;
FEP;FEP-003;Pressure sensor;;CFEP0147;0/100 mbar;±0,5 mbar;Conforme;En service;21/07/2021 09:27:30;21/07/2023 09:27:30;24 Mois;4438516;
FEP;FEP-001;Pressure sensor;;CFEP0148;0/100 mbar;±0,5 mbar;Conforme;En service;16/08/2022 15:16:04;16/08/2024 15:16:04;24 Mois;4438512;
FEP;FEP-036 (ORVR);Pressure sensor;;CFEP0149;0/100 mbar;±0,5 mbar;Conforme;En service;21/07/2021 09:41:53;21/07/2023 09:41:53;24 Mois;10170020;
FEP;FEP-051;Pressure sensor;"Identification : CLAB0251, N° de Série : 13FBF14
Identification : CLAB1018, N° de Série : /";CFEP0150;0/100 mbar;±0,5 mbar;Conforme;En service;08/06/2022 11:27:56;08/06/2024 11:27:56;24 Mois;10170019;"09/11/17 : voir pour recalibration en interne, sinon à remplacer + ré-étalonnage
04/12/17 : étalonnage refait le 23/11/17 ,en attente de rapport."
FEP;ALIM02;Stabilized power supply;;CFEP0151;0/20 V 0/38 A;NA;;Non soumis à l'étalonnage;;;;NA;
FEP;ALIM01;Stabilized power supply;;CFEP0152;0/20 V 0/38 A;NA;;Non soumis à l'étalonnage;;;;NA;
FEP;FEP-004 (SIMTEC 10 HZ);Thermocouple;"Identification : CLAB0086, N° de Série : HC1961556
Identification : CLAB0062, N° de Série : 1A6D707";CFEP0153;-40/+100 °C;±2 °C;Conforme;En service;05/10/2022 16:07:52;05/10/2024 16:07:52;24 Mois;NA;
FEP;FEP-004 (SIMTEC 10 HZ);Thermocouple;"Identification : CLAB0062, N° de Série : 1A6D707
Identification : CLAB0086, N° de Série : HC1961556";CFEP0154;-40/+100 °C;±2 °C;Conforme;En service;05/10/2022 16:04:29;05/10/2024 16:04:29;24 Mois;NA;
EPE;A-ATEX-02;Thermocouple;"Identification : CLAB0086, N° de Série : HC1961556
Identification : CLAB0062, N° de Série : 1A6D707";CFEP0155;-40/+100 °C;±2 °C;Conforme;En service;29/07/2022 00:00:00;29/07/2024 00:00:00;24 Mois;NA;
FEP;FEP-027 (STATION 1);Thermocouple;;CFEP0156;Perdu;Perdu;;Perdu;;;;NA;
FEP;FEP-027 (STATION 1);Thermocouple;"Identification : CLAB0076, N° de Série : HC1961373
Identification : CLAB0150";CFEP0157;0/+60 °C;±0,5 °C;;Réformé;;;;NA;
FEP;FEP-027 (STATION 1);Thermocouple;"Identification : CLAB0150
Identification : CLAB0076, N° de Série : HC1961373";CFEP0158;0/+60 °C;±0,5 °C;Conforme;En service;29/06/2022 10:06:37;29/06/2024 10:06:37;24 Mois;NA;
FEP;FEP-028 (STATION 3);Thermocouple;"Identification : CLAB0145, N° de Série : SANS
Identification : CLAB0283, N° de Série : 157B51A";CFEP0159;-40/+100 °C;±2 °C;;Perdu;;;;NA;
FEP;FEP-028 (STATION 3);Thermocouple;"Identification : CLAB0283, N° de Série : 157B51A
Identification : CLAB0145, N° de Série : SANS";CFEP0160;0/+60 °C;±0,5 °C;Conforme;En service;05/07/2022 14:38:35;05/07/2024 14:38:35;24 Mois;NA;
FEP;FEP-028 (STATION 3);Thermocouple;"Identification : CLAB0145, N° de Série : SANS
Identification : CLAB0283, N° de Série : 157B51A";CFEP0161;0/+60 °C;±0,5 °C;Conforme;En service;05/07/2022 14:45:15;05/07/2024 14:45:15;24 Mois;NA;
FEP;FEP-031;Thermocouple;"Identification : CLAB0338, N° de Série : 157C216
Identification : CLAB0357, N° de Série : 1B353C2";CFEP0162;0/+60 °C;±0,5 °C;Conforme;En service;13/10/2021 13:16:10;13/10/2023 13:16:10;24 Mois;NA;
FEP;FEP-031;Thermocouple;"Identification : CLAB0357, N° de Série : 1B353C2
Identification : CLAB0338, N° de Série : 157C216";CFEP0163;0/+60 °C;±0,5 °C;Conforme;En service;13/10/2021 13:16:56;13/10/2023 13:16:56;24 Mois;NA;
FEP;FEP-029 (STATION 2);Thermocouple;"Identification : CLAB0123, N° de Série : HC1961437
Identification : CLAB0140";CFEP0164;0/+60 °C;±0,5 °C;;Réformé;;;;NA;
FEP;FEP-003;Thermocouple;;CFEP0165;-40/+100 °C;±2 °C;;Perdu;;;;NA;
FEP;FEP-003;Thermocouple;;CFEP0166;-40/+100 °C;±2 °C;Conforme;En service;15/04/2021 15:36:16;15/04/2023 15:36:16;24 Mois;NA;
FEP;FEP-003;Thermocouple;;CFEP0167;-40/+100 °C;±2 °C;;Perdu;;;;NA;
FEP;FEP-001;Pressure sensor;;CFEP0168;-100/+200 mbar;±1 mbar;;Réformé;;;;4437258;
FEP;FEP-002;Pressure sensor;;CFEP0170;-100/+200 mbar;±1 mbar;Conforme;En service;17/02/2022 09:21:38;17/02/2024 09:21:38;24 Mois;4437002;
FEP;CANNE VIDE-FUT\SHED;Volumeter;;CFEP0171;0/60 L;±1 %RV;;Réformé;;;;NA;
FEP;FEP-002;Pressure sensor;;CFEP0172;-100/+200 mbar;±1 mbar;Conforme;En service;16/02/2022 09:02:27;16/02/2024 09:02:27;24 Mois;4437028;
FEP;FEP-002;Pressure sensor;;CFEP0173;-100/+200 mbar;±1 mbar;Conforme;En service;17/02/2022 09:11:35;17/02/2024 09:11:35;24 Mois;10370280;
FEP;FEP-002;Pressure sensor;;CFEP0174;-100/+200 mbar;±1 mbar;;Perdu;;;;10350198;
FEP;FEP-003;Pressure sensor;;CFEP0175;-100/+200 mbar;±1 mbar;Conforme;En service;17/02/2022 09:31:23;17/02/2024 09:31:23;24 Mois;10370317;
FEP;FEP-003;Pressure sensor;;CFEP0176;-100/+200 mbar;±1 mbar;Conforme;En service;17/08/2022 15:48:35;17/08/2024 15:48:35;24 Mois;10354027;
FEP;FEP-003;Pressure sensor;;CFEP0177;-100/+200 mbar;±1 mbar;Conforme;En service;17/02/2022 09:55:46;17/02/2024 09:55:46;24 Mois;10354002;
FEP;FEP-003;Pressure sensor;;CFEP0178;-100/+200 mbar;±1 mbar;;Réformé;;;;NA;18/09/2018: MEttre l'instrument en réformé. Prévoir son remplacement. CFEP0178.
FEP;SALLE ORVR;Pressure sensor;;CFEP0179;Approach device;Approach device;;Non soumis à l'étalonnage;;;;NA;"400 / 1200 mbar

Non étalonner personne c'est comment on le pilote
"
FEP;SALLE ORVR;Pressure sensor;;CFEP0180;Approach device;Approach device;;Non soumis à l'étalonnage;;;;NA;"350 / 1050 mbar


Non étalonner personne c'est comment on le pilote
"
FEP;TABLE PESÉE ECE34;Standard mass;;CFEP0181;0/10 kg;Respect de la norme détalonnage;Conforme;En service;09/05/2018 17:16:57;09/05/2023 17:16:57;60 Mois;NA;
FEP;TABLE PESÉE ECE34;Standard mass;;CFEP0182;0/20 kg;Respect de la norme détalonnage;Conforme;En service;07/05/2018 17:19:55;07/05/2023 17:19:55;60 Mois;NA;
FEP;FEP-034 STATION MOBILE LAVAL;Thermocouple;"Identification : CLAB0164, N° de Série : 13FBE4A
Identification : CLAB0077, N° de Série : HC1961374";CFEP0183;-40/+100 °C;±2 °C;;Réformé;;;;NA;
FEP;FEP-034 STATION MOBILE LAVAL;Thermocouple;"Identification : CLAB0077, N° de Série : HC1961374
Identification : CLAB0164, N° de Série : 13FBE4A";CFEP0184;-40/+100 °C;±2 °C;;Réformé;;;;NA;
FEP;ARMOIRE FEP;Multimeter;;CFEP0186;"0/500 Ohm; 0/5 kOhm; 0/50 V DC; 0/500 mA DC";"±0,1 Ohm; ±1 Ohm; ±20 mV; ±1 mA ";;Réformé;;;;NA;Perdu
FEP;FEP-001;Pressure sensor;;CFEP0187;-100/+200 mbar;±1 mbar;Conforme;En service;17/02/2022 09:14:28;17/02/2024 09:14:28;24 Mois;10370321;
FEP;FEP-001;Pressure sensor;;CFEP0188;-100/+200 mbar;±1 mbar;;Réformé;;;;NA;"18/09/2018: Apres vérification avec P.G.H. Réformé l'instrument. Prevoir le remplacement.

"
FEP;FEP-001;Pressure sensor;;CFEP0189;-100/+200 mbar;±1 mbar;Conforme;En service;16/02/2022 16:14:02;16/02/2024 16:14:02;24 Mois;4446135;
FEP;FEP-001;Pressure sensor;;CFEP0190;0/100 mbar;±0,5 mbar;Conforme;En service;17/08/2022 00:00:00;17/08/2024 00:00:00;24 Mois;10446346;
FEP;FEP-002;Pressure sensor;;CFEP0191;0/100 mbar;±0,5 mbar;Conforme;En service;16/08/2022 15:21:58;16/08/2024 15:21:58;24 Mois;2626857;
FEP;FEP-003;Pressure sensor;;CFEP0192;0/100 mbar;±0,5 mbar;Conforme;En service;16/08/2022 15:29:02;16/08/2024 15:29:02;24 Mois;10441658;
FEP;A-ATEX-03;Ruler;;CFEP0193;0/1000 mm;±0,5 mm;Conforme;En service;06/09/2016 00:00:00;06/09/2026 00:00:00;120 Mois;NA;
FEP;A-ATEX-03;Ruler;;CFEP0194;0/1000 mm;±0,5 mm;Conforme;En service;06/09/2016 00:00:00;06/09/2026 00:00:00;120 Mois;NA;
FEP;A-ATEX-03;Ruler;;CFEP0195;0/1000 mm;±0,5 mm;Conforme;En service;06/09/2016 00:00:00;06/09/2026 00:00:00;120 Mois;NA;
FEP;ARMOIRE FEP;Multimeter;;CFEP0196;"0/500 Ohm; 0/5 kOhm; 0/50 V DC; 0/500 mA DC";"±0,1 Ohm; ±1 Ohm; ±20 mV; ±1 mA ";;Réformé;;;;NA;Perdu
FEP;FEP-001;Thermocouple;;CFEP0197;-40/+100 °C;±2 °C;;Réformé;;;;NA;
FEP;FEP-003;Thermocouple;;CFEP0198;-40/+100 °C;±2 °C;Conforme;Alerte Etalonnage/Vérification;04/11/2020 08:53:39;04/11/2022 08:53:39;24 Mois;NA;
FEP;FEP-027 (STATION 1);Thermocouple;"Identification : CLAB0150
Identification : CLAB0076, N° de Série : HC1961373";CFEP0199;0/+60 °C;±0,5 °C;Conforme;En service;29/06/2022 09:57:41;29/06/2024 09:57:41;24 Mois;NA;
FEP;FEP 024 (SALLE CHAUDE N°5) ;Soaking room;;CFEP0200;40/70 °C;±2 °C;Conforme;En service;15/02/2022 13:32:05;15/02/2023 13:32:05;12 Mois;/;"09/10/2017
Refaire étalonnage suite à modification porte...
Faire vérification en interne

04/12/17 : Etalonnage refait sur les points non conformes suite à la correction pb de porte.
Conforme, en attente de rapport. Point à 70°C en dérogation jusqu'à la prochaine campagne d'étalonnage.
Conforme 40 à 65°C.

12/12/17:Les paliers à 20°C et 70°C non réaliser suite à une coupure d'alimentation électrique.

Etalonner à 40/65°C"
FEP;FEP 025 (SALLE CHAUDE N°6) ;Soaking room;;CFEP0201;40/70 °C;±2 °C;Conforme;En service;01/02/2022 14:30:37;01/02/2023 14:30:37;12 Mois;NA;"26/02/2018: Utilisation avec un thermocouple.

12/07/2018:  Vérifier les PV de réception de l'enceinte.


"
FEP;FEP-026 (SALLE CHAUDE N°7) ;Soaking room;;CFEP0202;-40/+70 °C;±2 °C;Conforme;En service;01/08/2022 00:00:00;01/08/2023 00:00:00;12 Mois;NA;
FEP;;Thermohygrometer;;CFEP0203;Approach device;Approach device;;Perdu;;;;NA;
FEP;;Thermohygrometer;;CFEP0204;Approach device;Approach device;;Perdu;;;;NA;
FEP;BALANCE CANISTER ORVR;Scale;;CFEP0205;0,5/6 kg;±0,5 g;Conforme;En service;18/07/2022 11:37:42;18/07/2024 11:37:42;24 Mois;WD 150069711;
FEP;TABLE PESÉE ECE34;Standard mass;;CFEP0206;0/5 kg;Respect de la norme détalonnage;Conforme;En service;02/09/2022 15:32:47;02/09/2027 15:32:47;60 Mois;ZG 3279;
FEP;TABLE PESÉE ECE34;Standard mass;;CFEP0207;0/5 kg;Respect de la norme détalonnage;Conforme;En service;31/08/2022 00:00:00;31/08/2027 00:00:00;60 Mois;700606/06;
FEP;TABLE PESÉE ECE34;Standard mass;;CFEP0208;0/5 kg;Respect de la norme détalonnage;Conforme;En service;02/09/2022 15:37:53;02/09/2027 15:37:53;60 Mois;NA;
FEP;TABLE PESÉE ECE34;Standard mass;;CFEP0209;0/5 kg;Respect de la norme détalonnage;;Perdu;;;;74700/06;
FEP;TABLE PESÉE ECE34;Standard mass;;CFEP0210;0/5 kg;Respect de la norme détalonnage;;Perdu;;;;NA;
FEP;TABLE PESÉE ECE34;Standard mass;;CFEP0211;0/10 kg;Respect de la norme détalonnage;Conforme;Etalonnage/Vérification en cours;02/05/2017 00:00:00;02/05/2022 00:00:00;60 Mois;ZK 3179;
FEP;TABLE PESÉE ECE34;Standard mass;;CFEP0212;0/10 kg;Respect de la norme détalonnage;Conforme;Etalonnage/Vérification en cours;02/09/2022 00:00:00;02/09/2027 00:00:00;60 Mois;ZK 3178;
FEP;TABLE PESÉE ECE34;Standard mass;;CFEP0213;0/10 kg;Respect de la norme détalonnage;Conforme;En service;02/09/2022 00:00:00;02/09/2027 00:00:00;60 Mois;ZK 3180;
FEP;TABLE PESÉE ECE34;Standard mass;;CFEP0214;0/5 kg;Respect de la norme détalonnage;Conforme;En service;31/08/2022 00:00:00;31/08/2027 00:00:00;60 Mois;5570288;
FEP;TABLE PESÉE ECE34;Standard mass;;CFEP0215;0/5 kg;Respect de la norme détalonnage;Conforme;En service;02/09/2022 00:00:00;02/09/2027 00:00:00;60 Mois;5570188;
FEP;TABLE PESÉE ECE34;Standard mass;;CFEP0216;0/2 kg;Respect de la norme détalonnage;Conforme;En service;02/09/2022 00:00:00;02/09/2027 00:00:00;60 Mois;NA;
FEP;STATION MOBILE;Volumeter;;CFEP0217;0/120 L;±1 %RV;Conforme;En service;28/01/2021 16:11:58;28/01/2023 16:11:58;24 Mois;NA;
FEP;STATION MOBILE ESS;Volumeter;;CFEP0218;0/120 L;±1 %RV;Conforme;En service;29/01/2021 09:04:54;29/01/2023 09:04:54;24 Mois;Ln1352632;
FEP;A-ATEX-03;Thickness gauge;;CFEP0219;0/100 mm;±4 µm;Conforme;En service;14/02/2017 00:00:00;;9999 Nb jours sortis actifs;NA;
FEP;CANNE VIDE-FUT;Volumeter;;CFEP0220;0/120 L;±1 %RV;Conforme;Sommeil;21/01/2019 00:00:00;21/01/2021 00:00:00;24 Mois;NA;"Reunion du 02/02/18: Maintenance en cours.
"
FEP;FEP-0330 ESS;Liquid flowmeter;Identification : CFEP0048, N° de Série : SANS;CFEP0221;"0/120 L; 5/60 L/min";"±0,3 L; ±1 L/min";Conforme;En service;16/09/2021 08:47:26;16/09/2023 08:47:26;24 Mois;NA;
FEP;FEP-0330 DIES;Liquid flowmeter;Identification : CFEP0048, N° de Série : SANS;CFEP0222;"0/120 L; 10/109 L/min";"±0,3 L; ±1 L/min";Conforme;En service;16/09/2021 08:48:39;16/09/2023 08:48:39;24 Mois;;
FEP;FEP-031;Multimeter;;CFEP0223;"80/400 Ohm; 400/4000 Ohm; 4000/40000 Ohm";"±0,6 Ohm; ±40 Ohm; ±580 Ohm";Conforme;Alerte Etalonnage/Vérification;05/11/2020 09:25:12;05/11/2022 09:25:12;24 Mois;486628;
FEP;FEP-028 (STATION 3);Multimeter;;CFEP0224;"80/400 Ohm; 400/4000 Ohm; 4000/40000 Ohm";"±0,6 Ohm; ±40 Ohm; ±580 Ohm";Conforme;En service;05/07/2022 15:01:48;05/07/2024 15:01:48;24 Mois;486623;
FEP;FEP-027 (STATION 1);Multimeter;;CFEP0225;"80/400 Ohm; 400/4000 Ohm; 4000/40000 Ohm";"±0,6 Ohm; ±40 Ohm; ±580 Ohm";Conforme;En service;28/06/2022 15:35:23;28/06/2024 15:35:23;24 Mois;486625;
FEP;FEP-027 STATION 1;Multimeter;;CFEP0226;"80/400 Ohm; 400/4000 Ohm; 4000/40000 Ohm";"±0,6 Ohm; ±40 Ohm; ±580 Ohm";Conforme;En service;28/06/2022 15:40:00;28/06/2024 15:40:00;24 Mois;486633;
FEP;FEP-028 (STATION 3);Multimeter;;CFEP0227;"80/400 Ohm; 400/4000 Ohm; 4000/40000 Ohm";"±0,6 Ohm; ±40 Ohm; ±580 Ohm";Conforme;En service;05/07/2022 15:07:10;05/07/2024 15:07:10;24 Mois;486626;
FEP;FEP-031;Multimeter;;CFEP0228;"80/400 Ohm; 400/4000 Ohm; 4000/400000 Ohm";"±0,6 Ohm; ±40 Ohm; ±580 Ohm";Conforme;Alerte Etalonnage/Vérification;05/11/2020 09:32:43;05/11/2022 09:32:43;24 Mois;486627;
EPE;A-ATEX-02;Stabilized power supply;;CFEP0229;10/15 V 20/25 A;NA;;Non soumis à l'étalonnage;;;;L/01303;
FEP;STOCKAGE COMPOSANTS;Fuel Filter;;CFEP0230;;7µm;;Non soumis à l'étalonnage;;;;;
FEP;STOCKAGE COMPOSANTS;Fuel Filter;;CFEP0231;;7µm;;Non soumis à l'étalonnage;;;;;
FEP;STOCKAGE COMPOSANTS;Fuel Filter;;CFEP0232;;7µm;;Non soumis à l'étalonnage;;;;;
