Code;Identification;Désignation complète;Avis
PLAST-60;CFEP0024;Pressure sensor ATMOSPHERIQUE 800/1200 hPa (Tol:±5 hPa);Conforme
PLAST-60;CFEP0025;Liquid flowmeter LIQUIDE Réformé (Tol:Réformé);Non conforme
PLAST-60;CFEP0027;Liquid flowmeter LIQUIDE Réformé (Tol:Réformé);Voir résultats dans Certificat
PLAST-60;CFEP0030;Soaking room - -40/+70 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0031;Soaking room - -40/+70 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0032;Soaking room - -40/+70 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0033-E;"FEP-027 (station 1 petrol) Flow measuring chain - 0/120 L; 15/65 L/min (Tol:±0,2 L; ±1 L/min)";Conforme
PLAST-60;CFEP0034-D;"FEP-027 (station 1 diesel) Flow measuring chain - 0/120 L; 15/85 L/min (Tol:±0,2 L; ±1 L/min)";Conforme
PLAST-60;CFEP0035;Volumeter - 0/60 L (Tol:±1 %RV);Conforme
PLAST-60;CFEP0036;Scale NUMERIQUE Réformé (Tol:Réformé);Conforme
PLAST-60;CFEP0037;Pressure sensor - 0/5 bar (Tol:±20 mbar);Conforme
PLAST-60;CFEP0038;Pressure sensor - 0/5 bar (Tol:±20 mbar);Conforme
PLAST-60;CFEP0039;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0040;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0041;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0043;Volumeter - Réformé (Tol:Réformé);Voir résultats dans Certificat
PLAST-60;CFEP0044;Volumeter - 160/5000 L/h (Tol:±60 L/h);Non conforme
PLAST-60;CFEP0045;Chronometer DECLENCHEMENT MANUEL 0/1 h (Tol:±1 s);Conforme
PLAST-60;CFEP0049;Gas flowmeter GAZ 0/100 L/min (Tol:±1 %FS);Conforme
PLAST-60;CFEP0050;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0052;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0053;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0054;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CFEP0055;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0056;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0057;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CFEP0058;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0060;Gas flowmeter GAZ Réformé (Tol:Réformé);Voir résultats dans Certificat
PLAST-60;CFEP0061;Gas flowmeter GAZ Réformé (Tol:Réformé);Voir résultats dans Certificat
PLAST-60;CFEP0065;Hygrometer - 30/60% at 21°C (Tol:±5 %);Conforme
PLAST-60;CFEP0112;Inclinometer - 0/90 ° (Tol:±0,10 °);Conforme
PLAST-60;CFEP0113;"Roll over bench / 0°/360 °; 18/360 °/min (Tol:±1 °; ±1 °/min)";Conforme
PLAST-60;CFEP0114;Soaking room - -20/+53 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0115;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0116;Pressure sensor - Réformé (Tol:Réformé);Non conforme
PLAST-60;CFEP0117;Pressure sensor - Réformé (Tol:Réformé);Non conforme
PLAST-60;CFEP0118;Pressure sensor - Réformé (Tol:Réformé);Non conforme
PLAST-60;CFEP0119;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0120;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0121;Volumeter - 0/120 L (Tol:±1 %RV);Conforme
PLAST-60;CFEP0122;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0123;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0126;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0127;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0128;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0138;pump - 0,06/1000 mL/min (Tol:±0,25 %RV);Conforme
PLAST-60;CFEP0139;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0140;Pressure sensor - Réformé (Tol:Réformé);Non conforme
PLAST-60;CFEP0141;Pressure sensor - Réformé (Tol:Réformé);Conforme
PLAST-60;CFEP0142;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0143;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0144;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0145;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0146;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0147;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0148;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0149;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0150;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0151;Stabilized power supply - 0/20 V 0/38 A (Tol:NA);Voir résultats dans Certificat
PLAST-60;CFEP0152;Stabilized power supply - 0/20 V 0/38 A (Tol:NA);Voir résultats dans Certificat
PLAST-60;CFEP0153;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0154;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0155;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0157;Thermocouple TYPE K 0/+60 °C (Tol:±0,5 °C);Conforme
PLAST-60;CFEP0158;Thermocouple TYPE K 0/+60 °C (Tol:±0,5 °C);Conforme
PLAST-60;CFEP0159;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0160;Thermocouple TYPE K 0/+60 °C (Tol:±0,5 °C);Conforme
PLAST-60;CFEP0161;Thermocouple TYPE K 0/+60 °C (Tol:±0,5 °C);Conforme
PLAST-60;CFEP0162;Thermocouple TYPE K 0/+60 °C (Tol:±0,5 °C);Conforme
PLAST-60;CFEP0163;Thermocouple TYPE K 0/+60 °C (Tol:±0,5 °C);Conforme
PLAST-60;CFEP0164;Thermocouple TYPE K 0/+60 °C (Tol:±0,5 °C);Conforme
PLAST-60;CFEP0165;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0166;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0167;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);
PLAST-60;CFEP0168;Pressure sensor - -100/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CFEP0170;Pressure sensor - -100/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CFEP0171;Volumeter - 0/60 L (Tol:±1 %RV);Conforme
PLAST-60;CFEP0172;Pressure sensor - -100/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CFEP0173;Pressure sensor - -100/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CFEP0174;Pressure sensor - -100/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CFEP0175;Pressure sensor - -100/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CFEP0176;Pressure sensor - -100/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CFEP0177;Pressure sensor - -100/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CFEP0178;Pressure sensor - -100/+200 mbar (Tol:±1 mbar);Non conforme
PLAST-60;CFEP0181;Standard mass - 0/10 kg (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CFEP0182;Standard mass - 0/20 kg (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CFEP0183;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0184;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0187;Pressure sensor - -100/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CFEP0188;Pressure sensor - -100/+200 mbar (Tol:±1 mbar);Non conforme
PLAST-60;CFEP0189;Pressure sensor - -100/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CFEP0190;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0191;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0192;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0193;Ruler - 0/1000 mm (Tol:±0,5 mm);Conforme
PLAST-60;CFEP0194;Ruler - 0/1000 mm (Tol:±0,5 mm);Conforme
PLAST-60;CFEP0195;Ruler - 0/1000 mm (Tol:±0,5 mm);Conforme
PLAST-60;CFEP0197;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0198;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0199;Thermocouple TYPE K 0/+60 °C (Tol:±0,5 °C);Conforme
PLAST-60;CFEP0200;Soaking room - 40/70 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0201;Soaking room - 40/70 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0202;Soaking room - -40/+70 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0205;Scale NUMERIQUE 0,5/6 kg (Tol:±0,5 g);Conforme
PLAST-60;CFEP0206;Standard mass - 0/5 kg (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CFEP0207;Standard mass - 0/5 kg (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CFEP0208;Standard mass - 0/5 kg (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CFEP0209;Standard mass - 0/5 kg (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CFEP0210;Standard mass - 0/5 kg (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CFEP0211;Standard mass - 0/10 kg (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CFEP0212;Standard mass - 0/10 kg (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CFEP0213;Standard mass - 0/10 kg (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CFEP0214;Standard mass - 0/5 kg (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CFEP0215;Standard mass - 0/5 kg (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CFEP0216;Standard mass - 0/2 kg (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CFEP0217;Volumeter - 0/120 L (Tol:±1 %RV);Conforme
PLAST-60;CFEP0218;Volumeter - 0/120 L (Tol:±1 %RV);Conforme
PLAST-60;CFEP0219;Thickness gauge - 0/100 mm (Tol:±4 µm);Conforme
PLAST-60;CFEP0220;Volumeter - 0/120 L (Tol:±1 %RV);Conforme
PLAST-60;CFEP0221;"Liquid flowmeter LIQUIDE 0/120 L; 5/60 L/min (Tol:±0,3 L; ±1 L/min)";Conforme
PLAST-60;CFEP0222;"Liquid flowmeter LIQUIDE 0/120 L; 10/109 L/min (Tol:±0,3 L; ±1 L/min)";Conforme
PLAST-60;CFEP0223;"Multimeter / 80/400 Ohm; 400/4000 Ohm; 4000/40000 Ohm (Tol:±0,6 Ohm; ±40 Ohm; ±580 Ohm)";Conforme
PLAST-60;CFEP0224;"Multimeter / 80/400 Ohm; 400/4000 Ohm; 4000/40000 Ohm (Tol:±0,6 Ohm; ±40 Ohm; ±580 Ohm)";Conforme
PLAST-60;CFEP0225;"Multimeter / 80/400 Ohm; 400/4000 Ohm; 4000/40000 Ohm (Tol:±0,6 Ohm; ±40 Ohm; ±580 Ohm)";Conforme
PLAST-60;CFEP0226;"Multimeter / 80/400 Ohm; 400/4000 Ohm; 4000/40000 Ohm (Tol:±0,6 Ohm; ±40 Ohm; ±580 Ohm)";Conforme
PLAST-60;CFEP0227;"Multimeter / 80/400 Ohm; 400/4000 Ohm; 4000/40000 Ohm (Tol:±0,6 Ohm; ±40 Ohm; ±580 Ohm)";Conforme
PLAST-60;CFEP0228;"Multimeter / 80/400 Ohm; 400/4000 Ohm; 4000/400000 Ohm (Tol:±0,6 Ohm; ±40 Ohm; ±580 Ohm)";Conforme
PLAST-60;CFEP0233;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0234;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0235;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0236;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0237;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0238;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0239;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0240;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0241;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0242;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0243;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0244;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0245;Linear displacement transducer - 0/100 mm (Tol:±1 mm);Conforme
PLAST-60;CFEP0246;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0247;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0248;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0251;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0252;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0253;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0254;Thermocouple TYPE K -50/+200 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0255;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0256;Volumeter - 0/120 L (Tol:±1 %RV);Conforme
PLAST-60;CFEP0257;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0258;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0259;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0260;Thermocouple TYPE K 0/+60 °C (Tol:±0,5 °C);Conforme
PLAST-60;CFEP0261;Thermocouple TYPE K 0/+60 °C (Tol:±0,5 °C);Conforme
PLAST-60;CFEP0262;measuring chain PT 100 0/+40 °C (Tol:±0,2 °C);Non conforme
PLAST-60;CFEP0263;measuring chain PT 100 0/+40 °C (Tol:±0,2 °C);Non conforme
PLAST-60;CFEP0264;Thermocouple TYPE K 0/+60 °C (Tol:±0,5 °C);Conforme
PLAST-60;CFEP0265-E;"FEP-030 (station essence actif) Flow measuring chain / 5/120 L; 15/50 L/min (Tol:±0,2 L; ±1 L/min)";Conforme
PLAST-60;CFEP0266-D;"FEP-030 (station diesel) Flow measuring chain / 5/120 L; 15/115 L/min (Tol:±0,2 L; ±1 L/min)";Conforme
PLAST-60;CFEP0267-D;"FEP-030 (station diesel) Flow measuring chain / 50/120 L; 30/115 L/min (Tol:±0,2 L; ±1 L/min)";Non conforme
PLAST-60;CFEP0268-E;"FEP-030 (Petrol station) Flow measuring chain / 5/120 L; 15/72 L/min (Tol:±0,2 L; ±1 L/min)";Conforme
PLAST-60;CFEP0269;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0270;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0271;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0272-D01;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D02;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D03;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D04;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D05;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D06;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D07;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D08;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D09;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D10;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D11;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D12;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D13;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D14;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D15;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D16;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D17;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D18;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D19;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D20;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D21;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D22;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D23;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D24;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D25;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D26;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D27;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D28;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D29;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-D30;Linear displacement transducer - 0/100 mm (Tol:± 1 mm);Conforme
PLAST-60;CFEP0272-P01;Pressure sensor - -300/600 mbar (Tol:±1,5 mbar);Conforme
PLAST-60;CFEP0272-P02;Pressure sensor - -300/600 mbar (Tol:±1,5 mbar);Conforme
PLAST-60;CFEP0272-P03;Pressure sensor - -300/600 mbar (Tol:±1,5 mbar);Conforme
PLAST-60;CFEP0272-P04;Pressure sensor - -300/600 mbar (Tol:±1,5 mbar);Conforme
PLAST-60;CFEP0272-P05;Pressure sensor - -300/600 mbar (Tol:±1,5 mbar);Conforme
PLAST-60;CFEP0272-T01;Thermocouple TYPE PT100 -40/+80 °C (Tol:±1,5 °C);Conforme
PLAST-60;CFEP0272-T02;Thermocouple TYPE PT100 -40/+80 °C (Tol:±1,5 °C);Conforme
PLAST-60;CFEP0272-T03;Thermocouple TYPE PT100 -40/+80 °C (Tol:±1,5 °C);Conforme
PLAST-60;CFEP0272-T04;Thermocouple TYPE PT100 -40/+80 °C (Tol:±1,5 °C);Conforme
PLAST-60;CFEP0272-T05;Thermocouple TYPE PT100 -40/+80 °C (Tol:±1,5 °C);Conforme
PLAST-60;CFEP0272-T06;Thermocouple TYPE PT100 -40/+80 °C (Tol:±1,5 °C);Conforme
PLAST-60;CFEP0272-T07;Thermocouple TYPE PT100 -40/+80 °C (Tol:±1,5 °C);Conforme
PLAST-60;CFEP0272-T08;Thermocouple TYPE PT100 -40/+80 °C (Tol:±1,5 °C);Conforme
PLAST-60;CFEP0272-T09;Thermocouple TYPE PT100 -40/+80 °C (Tol:±1,5 °C);Conforme
PLAST-60;CFEP0272-T10;Thermocouple TYPE PT100 -40/+80 °C (Tol:±1,5 °C);Conforme
PLAST-60;CFEP0273;"Multimeter / 80/400 Ohm; 400/4000 Ohm; 4000/40000 Ohm (Tol:±0,6 Ohm; ±40 Ohm; ±580 Ohm)";Conforme
PLAST-60;CFEP0274;"Multimeter / 80/400 Ohm; 400/4000 Ohm; 4000/400000 Ohm (Tol:±0,6 Ohm; ±40 Ohm; ±580 Ohm)";Conforme
PLAST-60;CFEP0275-E;"FEP-031 (station petrol) Flow measuring chain / 5/120 L; 15/80 L/min (Tol:±0,2 L; ±1 L/min)";Conforme
PLAST-60;CFEP0276-D;"FEP-031 (station diesel) Flow measuring chain / 5/120 L; 15/110 L/min (Tol:±0,2 L; ±1 L/min)";Conforme
PLAST-60;CFEP0277;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0278;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0279;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CFEP0280;Chronometer DECLENCHEMENT MANUEL 0/1 h (Tol:±1 s);Conforme
PLAST-60;CFEP0281;Scale / 0/60 Kg (Tol:±20 g);Conforme
PLAST-60;CFEP0282;conditionneur / 0,5/4,5 V (Tol:±0,01% FS);Conforme
PLAST-60;CFEP0283;conditionneur / 0,5/4,5 V (Tol:±0,01% FS);Conforme
PLAST-60;CFEP0284;conditionneur / 0,5/4,5 V (Tol:±0,01% FS);Conforme
PLAST-60;CFEP0285;conditionneur / 0,5/4,5 V (Tol:±0,01% FS);Conforme
PLAST-60;CFEP0286;conditionneur / 0,5/4,5 V (Tol:±0,01% FS);Conforme
PLAST-60;CFEP0287;conditionneur / 0,5/4,5 V (Tol:±0,01% FS);Conforme
PLAST-60;CFEP0288;conditionneur / 0,5/4,5 V (Tol:±0,01% FS);Conforme
PLAST-60;CFEP0289;conditionneur / 0,5/4,5 V (Tol:±0,01% FS);Conforme
PLAST-60;CFEP0290;conditionneur / 0,5/4,5 V (Tol:±0,01% FS);Conforme
PLAST-60;CFEP0291;conditionneur / 0,5/4,5 V (Tol:±0,01% FS);Conforme
PLAST-60;CFEP0292;conditionneur / 0,5/4,5 V (Tol:±0,01% FS);Conforme
PLAST-60;CFEP0293;conditionneur / 0,5/4,5 V (Tol:±0,01% FS);Conforme
PLAST-60;CFEP0294;conditionneur / 0,5/4,5 V (Tol:±0,01% FS);Conforme
PLAST-60;CFEP0295;conditionneur / 0,5/4,5 V (Tol:±0,01% FS);Conforme
PLAST-60;CFEP0296;conditionneur / 0,5/4,5 V (Tol:±0,01% FS);Conforme
PLAST-60;CFEP0297;"Multimeter / 80/400 Ohm; 400/4000 Ohm; 4000/40000 Ohm (Tol:±0,6 Ohm; ±40 Ohm; ±580 Ohm)";Conforme
PLAST-60;CFEP0298;"Multimeter / 80/400 Ohm; 400/4000 Ohm; 4000/40000 Ohm (Tol:±0,6 Ohm; ±40 Ohm; ±580 Ohm)";Conforme
PLAST-60;CFEP0299;Volumeter - 0/120 L (Tol:±1 %RV);Conforme
PLAST-60;CFEP0301;Volumeter - 0/120 L (Tol:±1 %RV);Conforme
PLAST-60;CFEP0303;Thermocouple TYPE K 0/+60 °C (Tol:±0,5 °C);Conforme
PLAST-60;CFEP0306;Gas flowmeter GAZ 0,04/2 L/min (Tol:±1 %FS);Conforme
PLAST-60;CFEP0307;Gas flowmeter GAZ 2/100 L/min (Tol:±1 %FS);Conforme
PLAST-60;CFEP0308;Gas flowmeter GAZ 2/100 L/min (Tol:±1 %FS);Conforme
PLAST-60;CFEP0309;Thermocouple TYPE K 0/+60 °C (Tol:±0,5 °C);Conforme
PLAST-60;CFEP0310;Thermocouple TYPE K 0/+60 °C (Tol:±0,5 °C);Conforme
PLAST-60;CFEP0311;Thermocouple TYPE K 0/+60 °C (Tol:±0,5 °C);Conforme
PLAST-60;CFEP0312;Soaking room - 0/+45 °C (Tol:±2 °C);Conforme
PLAST-60;CFEP0314;Flowmeter liquide 0/ 200 Kg/h (Tol:±1%);Conforme
PLAST-60;CFEP0315;Flowmeter liquide 0/ 200 Kg/h (Tol:±1%);Conforme
PLAST-60;CFEP0316;Flowmeter liquide 0/ 30 Kg/h (Tol:±1%);Conforme
PLAST-60;CFEP0317;Flowmeter liquide 0/ 5 Kg/h (Tol:±1%);Conforme
PLAST-60;CFEP0318;Flowmeter liquide 0/ 30 Kg/h (Tol:±1%);Conforme
PLAST-60;CFEP0319;Flowmeter liquide 0/ 25,5 Kg/h (Tol:±1%);Conforme
PLAST-60;CFEP0320;Flowmeter liquide 0/ 25,5 Kg/h (Tol:±1%);Conforme
PLAST-60;CFEP0321;Flowmeter liquide 0/ 5 Kg/h (Tol:±1%);Conforme
PLAST-60;CHSE0001;Détecteur de gaz / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CHSE0002;Détecteur de gaz / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CHSE0003;Détecteur de gaz / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CHSE0004;Détecteur de gaz / gammes constructeur (Tol:tolérance constructeur);Conforme
PLAST-60;CHSE0005;Détecteur de gaz / gammes constructeur (Tol:tolérance constructeur);Conforme
PLAST-60;CHSE0006;Détecteur de gaz / gammes constructeur (Tol:tolérance constructeur);Conforme
PLAST-60;CHSE0007;Détecteur de gaz / gammes constructeur (Tol:tolérance constructeur);Conforme
PLAST-60;CHSE0008;Détecteur de gaz / gammes constructeur (Tol:tolérance constructeur);Conforme
PLAST-60;CHSE0009;Détecteur de gaz / gammes constructeur (Tol:tolérance constructeur);Conforme
PLAST-60;CHSE0010;Détecteur de gaz / gammes constructeur (Tol:tolérance constructeur);Conforme
PLAST-60;CHSE0011;Détecteur de gaz / gammes constructeur (Tol:tolérance constructeur);Conforme
PLAST-60;CHSE0012;Détecteur de gaz / gammes constructeur (Tol:tolérance constructeur);Conforme
PLAST-60;CHSE0013;Détecteur de gaz / gammes constructeur (Tol:tolérance constructeur);Conforme
PLAST-60;CHSE0014;Détecteur de gaz / gammes constructeur (Tol:tolérance constructeur);Conforme
